11516,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 30.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
98067,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
5811,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
17993,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
20490,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
13451,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
1049,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
86236,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
97050,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
48698,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
51371,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
36849,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
81134,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
91368,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
60582,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
74264,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
69564,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
3495,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
58562,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
35267,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
15246,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
58981,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
87224,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
51782,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
53137,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
91355,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
91690,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
10405,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
3818,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
68327,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
70455,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
66547,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
22588,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
60792,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
25997,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
39687,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
21787,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
93525,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
68865,2024-02-16 22:03:12,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
