Primary Beneficiary,prim_bene_address1,MSG_PRIM_BENE_ADDRESS_LINE_1_MISMATCH,Primary Beneficiary API Address Line 1 mismatch P3 Record,
Primary Beneficiary,prim_bene_city,MSG_PRIM_BENE_CITY_MISMATCH,Primary Beneficiary API City mismatch P3 Record,
Primary Beneficiary,prim_bene_state,MSG_PRIM_BENE_STATE_MISMATCH,Primary Beneficiary API State mismatch P3 Record,
Primary Beneficiary,prim_bene_zip,MSG_PRIM_BENE_ZIP_MISMATCH,Primary Beneficiary API Zip Code mismatch P3 Record,
Contingent Beneficiary,ctg_bene_entity,MSG_CNTG_BENE_ENTITY_MISMATCH,Contingent Beneficiary API Person Entity Name mismatch P3 Record,
Contingent Beneficiary,ctg_bene_relationship,MSG_CNTG_BENE_RELATIONSHIP_MISMATCH,Contingent Beneficiary API Relationship mismatch P3 Record,
Contingent Beneficiary,ctg_bene_first_name,MSG_CNTG_BENE_FIRST_NAME_MISMATCH,Contingent Beneficiary API First Name mismatch P3 Record,
Contingent Beneficiary,ctg_bene_last_name,MSG_CNTG_BENE_LAST_NAME_MISMATCH,Contingent Beneficiary API Last Name mismatch P3 Record,
Contingent Beneficiary,ctg_ben_suffix,MSG_CNTG_BENE_SUFFIX_MISMATCH,Contingent Beneficiary API Suffix mismatch P3 Record,
Contingent Beneficiary,ctg_bene_gender,MSG_CNTG_BENE_GENDER_MISMATCH,Contingent Beneficiary API Gender mismatch P3 Record,
Contingent Beneficiary,ctg_bene_dob,MSG_CNTG_BENE_DOB_MISMATCH,Contingent Benficiary API DOB mismatch P3 Record,
Contingent Beneficiary,ctg_bene_ssn,MSG_CNTG_BENE_SSN_MISMATCH,Contingent Beneficiary API SSN mismatch P3 Record,
Contingent Beneficiary,ctg_bene_phone,MSG_CNTG_BENE_PHONE_NUMBER_MISMATCH,Contingent Beneficiary API Phone Number mismatch P3 Record,
Contingent Beneficiary,ctg_bene_percentage,MSG_CNTG_BENE_PERCENTAGE_MISMATCH,Contingent Beneficiary API Percentage mismatch P3 Record,
Contingent Beneficiary,ctg_bene_address1,MSG_CNTG_BENE_ADDRESS_LINE_1_MISMATCH,Contingent Beneficiary API Address Line 1 mismatch P3 Record,
Contingent Beneficiary,ctg_bene_city,MSG_CNTG_BENE_CITY_MISMATCH,Contingent Beneficiary API City mismatch P3 Record,
Contingent Beneficiary,ctg_bene_state,MSG_CNTG_BENE_STATE_MISMATCH,Contingent Beneficiary API State mismatch P3 Record,
Contingent Beneficiary,ctg_bene_zip,MSG_CNTG_BENE_ZIP_CODE_MISMATCH,Contingent Beneficiary API Zip Code mismatch P3 Record,
Service Subscription,tpa_ira_not_subscribed,MSG_TPP_IRA_NOT_SUBSCRIBED,Account Opening TPP IRA Service Customer Not Subscribed,
Service Subscription,tpa_ira_not_subscribed_with_balance,MSG_TPP_IRA_NOT_SUBSCRIBED_WITH_BALANCE,TPP IRA Service Customer With Balance Is Not Subscribed,
Edelivery Capture,edelivery,MSG_EDELIVERY_SELECTION_MISMATCH,Account Opening API Customer Edelivery Preference MisMatch,
